groupId,artifactId,version,classifier,included-log4j-core-version,source
com.github.coronium-framework,coronium,1.1.6,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.1.8,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.1.10,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.0.4,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.2.1,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.1.0,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.2.0,,2.13.3,directDependency
com.github.coronium-framework,coronium,1.0.9,,2.13.3,directDependency
com.github.dalet-oss,vfs-gcs,2.0.1,,2.14.0,directDependency
com.github.dalet-oss,vfs-azure,4.0.3,,2.14.0,directDependency
com.github.dalet-oss,vfs-azure,3.1.8.1,,2.13.2,directDependency
com.github.dalet-oss,vfs-gcs,2.0.0,,2.14.0,directDependency
com.github.dalet-oss,vfs-azure,4.0.2,,2.14.0,directDependency
com.github.dalet-oss,vfs-gcs,2.0.2,,2.14.1,directDependency
com.github.dalet-oss,vfs-azure,4.0.0,,2.14.0,directDependency
com.github.dalet-oss,vfs-azure,4.0.1,,2.14.0,directDependency
com.github.distortsm,fabric-loader,0.4.8-1,shadow,2.9.1,rebundledDependency
com.github.distortsm,fabric-loader,0.4.8-1,shadow,2.8.1,rebundledDependency
com.github.distortsm,fabric-loader,0.4.8-1,shadow,2.11.0,rebundledDependency
com.github.duanxinyuan,cache-redis,1.2.0,,2.12.1,directDependency
com.github.duanxinyuan,util-cipher,1.2.1,,2.12.1,directDependency
com.github.dubasdey,log4j2-jsonevent-layout,0.0.5,,2.13.3,directDependency
com.github.edwgiz,maven-shade-plugin.log4j2-cachefile-transformer,2.14.1,,2.14.1,directDependency
com.github.edwgiz,maven-shade-plugin.log4j2-cachefile-transformer,2.13.3,,2.13.3,directDependency
com.github.edwgiz,maven-shade-plugin.log4j2-cachefile-transformer,2.14.0,,2.14.0,directDependency
com.github.enicholls,util.resizer,0.1,,2.14.0,directDependency
com.github.fk7075,lucky,1.1.0,,2.13.2,directDependency
com.github.fk7075,lucky,1.0.0,,2.13.2,directDependency
com.github.fk7075,lucky,1.1.1,,2.13.2,directDependency
com.github.flysium-io,yew-logger,1.0.4,,2.12.1,directDependency
com.github.francis-pang,expense-tally-model,65,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,63,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,66,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,55,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,69,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,56,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,60,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,71,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,64,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,67,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,70,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,61,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,58,,2.13.3,directDependency
com.github.francis-pang,expense-tally-model,72,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,68,,2.14.0,directDependency
com.github.francis-pang,expense-tally-model,59,,2.13.3,directDependency
com.github.FrestoBar,google-action-framework,1.0,,2.14.0,directDependency
com.github.frontear,Efkolia,0.2.7,,2.8.1,directDependency
com.github.frtu.logs,logger-async,1.1.3,,2.14.1,directDependency
com.github.frtu.logs,logger-async,1.1.1,,2.14.1,directDependency
com.github.frtu.logs,logger-async,1.1.2,,2.14.1,directDependency
com.github.hadii-tech,striff-lib,1.2.1,,2.13.0,directDependency
com.github.hadii-tech,clarpse,6.0.3,,2.13.0,directDependency
com.github.hadii-tech,clarpse,6.2.0,,2.13.0,directDependency
com.github.hadii-tech,striff-lib,1.1.0,,2.13.0,directDependency
com.github.hadii-tech,striff-lib,1.2.3,,2.13.2,directDependency
com.github.hadii-tech,striff-lib,1.2.0,,2.13.0,directDependency
com.github.hadii-tech,clarpse,6.1.1,,2.13.0,directDependency
com.github.hadii-tech,clarpse,6.1.0,,2.13.0,directDependency
com.github.hadii-tech,clarpse,6.2.1,,2.13.0,directDependency
com.github.hadii-tech,striff-lib,1.2.2,,2.13.2,directDependency
com.github.houbb,rate-limit-test,0.0.3,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.7,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.9,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.8,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.4,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.10,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.5,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.2,,2.6.1,directDependency
com.github.houbb,rate-limit-test,0.0.6,,2.6.1,directDependency
com.github.icecooly,SmartJdbc,2.0.18,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.26,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.14,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.21,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.24,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.11,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.12,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.19,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.35,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.27,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.22,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.29,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.28,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.13,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.16,,2.6.2,directDependency
com.github.icecooly,smartjdbc,2.0.37,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.17,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.33,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.25,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.23,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.34,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.31,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.15,,2.6.2,directDependency
com.github.icecooly,SmartJdbc,2.0.32,,2.13.2,directDependency
com.github.icecooly,SmartJdbc,2.0.20,,2.6.2,directDependency
com.github.infogen7,infogen_core,V12.0.0R210207,,2.14.0,directDependency
com.github.jarnaud,republican-calendar,1.1,,2.12.1,directDependency
com.github.jarnaud,republican-calendar,1.0,,2.12.1,directDependency
com.github.jarnaud,republican-calendar,1.2,,2.12.1,directDependency
com.github.jnidzwetzki,bitfinex-v2-wss-api,0.7.7,,2.13.3,directDependency
com.github.jnidzwetzki,bitfinex-v2-wss-api,0.5.7,,2.10.0,directDependency
com.github.jnidzwetzki,bitfinex-v2-wss-api,0.7.6,,2.13.3,directDependency
com.github.jochenw.afw,afw-core,0.5.6,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.4,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.5.1,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.5,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.5.3,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.5.2,,2.13.2,directDependency
com.github.jochenw.afw,afw-core,0.5.4,,2.13.2,directDependency
com.github.jonasrutishauser,transactional-event-core,1.3.0,,2.14.0,directDependency
com.github.jonasrutishauser,transactional-event-core,1.2.0,,2.14.0,directDependency
com.github.jonasrutishauser,transactional-event-core,1.1.0,,2.14.0,directDependency
com.github.jonasrutishauser,transactional-event-core,1.0.1,,2.14.0,directDependency
com.github.jonasrutishauser,transactional-event-core,1.3.1,,2.14.0,directDependency
com.github.jonasrutishauser,transactional-event-core,1.0.0,,2.14.0,directDependency
com.github.jorge2m,testmaker-core,1.3.7,,2.13.1,directDependency
com.github.jorge2m,testmaker-core,1.3.13,,2.14.0,directDependency
com.github.jorge2m,testmaker-core,1.3.11,,2.13.2,directDependency
com.github.jorge2m,testmaker-core,1.3.6,,2.13.1,directDependency
com.github.jorge2m,testmaker-core,1.3.8,,2.13.1,directDependency
com.github.jorge2m,testmaker-core,1.3.17,,2.14.0,directDependency
com.github.jorge2m,testmaker-core,1.3.16,,2.14.0,directDependency
com.github.jorge2m,testmaker-core,1.3.12,,2.13.2,directDependency
com.github.jorge2m,testmaker-core,1.3.5,,2.13.1,directDependency
com.github.jorge2m,testmaker-core,1.3.9,,2.13.1,directDependency
com.github.jorge2m,testmaker-core,1.3.14,,2.14.0,directDependency
com.github.jrcodeza,spring-openapi-client-generator,1.4.10,,2.6.1,directDependency
com.github.jrcodeza,spring-openapi-schema-generator,1.4.10,,2.6.1,directDependency
com.github.jrcodeza,spring-openapi-schema-v2-generator,1.4.10,,2.6.1,directDependency
com.github.jspxnet,jspx-framework,6.37,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.39,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.41,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.36,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.38,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.43,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.40,,2.14.0,directDependency
com.github.jspxnet,jspx-framework,6.47,,2.14.1,directDependency
com.github.jspxnet,jspx-framework,6.46,,2.14.1,directDependency
com.github.jspxnet,jspx-framework,6.44,,2.14.1,directDependency
com.github.jspxnet,jspx-framework,6.45,,2.14.1,directDependency
com.github.jspxnet,jspx-framework,6.42,,2.14.0,directDependency
com.github.kardapoltsev,ast-parser_2.13,8.0.0,,2.14.0,directDependency
com.github.kardapoltsev,ast-parser_2.11,8.0.0,,2.14.0,directDependency
com.github.kardapoltsev,ast-parser_2.12,8.0.1,,2.14.0,directDependency
com.github.kardapoltsev,ast-parser_2.12,8.1.0,,2.14.1,directDependency
com.github.kardapoltsev,ast-parser_2.13,8.0.1,,2.14.0,directDependency
com.github.kardapoltsev,ast-parser_2.11,8.1.0,,2.14.1,directDependency
com.github.kardapoltsev,ast-parser_2.13,8.1.0,,2.14.1,directDependency
com.github.kardapoltsev,ast-parser_2.12,8.0.0,,2.14.0,directDependency
com.github.katjahahn,portex_2.12,3.0.0,,2.14.1,directDependency
com.github.kentyeh,sd4j,1.0.2,,2.13.3,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,2.2.3,,2.8.2,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,3.0.0,,2.8.2,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,2.2.0-rc,,2.8.2,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,3.0.1,,2.8.2,directDependency
com.github.kimffy24,ejoker-common,3.0.3,,2.13.2,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,3.0.5,,2.8.2,directDependency
com.github.kimffy24,ejoker-support-mq-rocket-pull,3.0.3,,2.8.2,directDependency
com.github.kimffy24,ejoker-common,3.0.5,,2.13.2,directDependency
com.github.kimffy24,ejoker-common,3.0.1,,2.13.2,directDependency
com.github.kimffy24,ejoker-common,3.0.0,,2.8.2,directDependency
com.github.ladder2020,jladder,3.1.6,,2.14.0,directDependency
com.github.ladder2020,jladder,3.0.0-RELEASE,,2.14.0,directDependency
com.github.ladder2020,jladder,3.0.0,,2.14.0,directDependency
com.github.lanit-izh,automation-framework-core,4.0.13,,2.11.2,directDependency
com.github.lanit-izh,automation-framework-core,4.0.12,,2.11.2,directDependency
com.github.leeyazhou,crpc-example,1.0.2.RELEASE,,2.13.3,directDependency
com.github.leeyazhou,crpc-core,1.0.2.RELEASE,,2.13.3,directDependency
com.github.leeyazhou,crpc-example,1.0.1.RELEASE,,2.7,directDependency
com.github.leeyazhou,crpc-core,1.0.1.RELEASE,,2.7,directDependency
com.github.leeyazhou,crpc-config-spring,1.0.1.RELEASE,,2.7,directDependency
com.github.leeyazhou,crpc-config-spring,1.0.2.RELEASE,,2.13.3,directDependency
com.github.liaomengge,base-common-utils,1.1.4-SNAPSHOT-test,,2.12.1,directDependency
com.github.link-kou,http-request,1.0.7.1,,2.14.0,directDependency
com.github.link-kou,http-request,1.0.7.2,,2.14.0,directDependency
com.github.link-kou,http-request,1.0.6,,2.13.2,directDependency
com.github.link-kou,http-request,1.0.5,,2.13.2,directDependency
com.github.link-kou,http-request,1.0.3,,2.13.2,directDependency
com.github.link-kou,spring,1.0.3,,2.13.2,directDependency
com.github.link-kou,http-request,1.0.7,,2.13.2,directDependency
com.github.link-kou,http-request,1.0.2,,2.13.2,directDependency
com.github.link-kou,http-request,1.0.0,,2.8.1,directDependency
com.github.link-kou,spring,1.0.2,,2.8.1,directDependency
com.github.link-kou,http-request,1.0.1,,2.13.2,directDependency
com.github.liuwww,template-jdbc,1.0.3,,2.3,directDependency
com.github.luterc,heimdall,1.0.0,,2.11.1,directDependency
com.github.Ma27,rediscala_2.13,1.9.2,,2.11.2,directDependency
com.github.Ma27,rediscala_2.11,1.9.2,,2.11.2,directDependency
com.github.Ma27,rediscala_2.12,1.9.2,,2.11.2,directDependency
com.github.marketsquare,robotframework-httprequestlibrary,0.0.17,,2.13.3,directDependency
com.github.marschall,jfr-jmstemplate,0.1.0,,2.13.3,directDependency
com.github.martinpg2001,xcase,1.0.26,,2.11.2,directDependency
com.github.martinpg2001,xcase,1.0.27,,2.11.2,directDependency
com.github.martinpg2001,xcase,1.0.24,,2.11.2,directDependency
com.github.maximevw,autolog-core,1.2.0,,2.13.3,directDependency
com.github.meirfaraj,gcAnalyser-cmd,1.0.3,jar-with-dependencies,2.0,rebundledDependency
com.github.meirfaraj,gcAnalyser-cmd,1.0.3,jar-with-dependencies,2.3,rebundledDependency
com.github.mike10004,fengyouchao-sockslib,1.0.0,jar-with-dependencies,2.4,rebundledDependency
com.github.mlangc,zio-interop-log4j2_2.12,1.0.0-RC20,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.13,1.0.0-RC21,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.12,1.0.0-RC21,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.13,1.0.0-RC20,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.12,0.3.0,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.11,1.0.0-RC21,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.13,1.0.0,,2.13.3,directDependency
com.github.mlangc,zio-interop-log4j2_2.13,0.3.0,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.11,1.0.0-RC20,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.11,0.3.0,,2.13.1,directDependency
com.github.mlangc,zio-interop-log4j2_2.11,1.0.0,,2.13.3,directDependency
com.github.mlangc,zio-interop-log4j2_2.12,1.0.0,,2.13.3,directDependency
com.github.mmarquee,ui-automation,0.5.1,,2.13.3,directDependency
com.github.nhenneaux.jersey.jetty.http2,jersey-http2-jetty-bundle,1.0.3,bundle,2.13.3,rebundledDependency
com.github.nhojpatrick.log4j2.appenders,nhojpatrick-log4j2-in-memory-appender,1.0.0,,2.14.0,directDependency
com.github.oboehm,gdv-xport-lib,5.0.0,,2.14.1,directDependency
com.github.oboehm,gdv-xport-lib,4.2.0,,2.13.3,directDependency
com.github.oboehm,gdv-xport-lib,4.1.0,,2.11.2,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.1,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.3,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.3.17,,2.11.1,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.4,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.3.18,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.2,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.7,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.5,,2.13.3,directDependency
com.github.ocraft,ocraft-s2client-api,0.4.6,,2.13.3,directDependency
com.github.panhongan,lalaluplus-commons,1.1,,2.13.3,directDependency
com.github.panhongan,lalaluplus-commons,0.1.11,,2.13.3,directDependency
com.github.panhongan,lalaluplus-commons,0.1.12,,2.13.3,directDependency
com.github.panhongan,lalaluplus-commons,1.0,,2.13.3,directDependency
com.github.panxiaochao,pxc-redis-helper,1.0.2,,2.12.1,directDependency
com.github.petruki,switcher-client,1.0.1,,2.13.1,directDependency
com.github.petruki,switcher-client,1.0.3,,2.13.3,directDependency
com.github.petruki,switcher-client,1.0.2,,2.13.1,directDependency
com.github.prifiz,scenario,1.0.0,,2.11.2,directDependency
com.github.privaliatech,gingerspec,2.2.3,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.1.5,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.2,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.0-RC4,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.1-RC2,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.6,,2.14.1,directDependency
com.github.privaliatech,gingerspec,2.2.7,,2.14.1,directDependency
com.github.privaliatech,gingerspec,2.2.0-RC2,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.1,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.0,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.0-RC1,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.4,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.1.4,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.0-RC3,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.1-RC1,,2.13.2,directDependency
com.github.privaliatech,gingerspec,2.2.5,,2.14.1,directDependency
com.github.rac021,certme-quarkus-extension,1.5,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.7,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.4,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.1,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.7,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.10,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.3,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.8,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.9,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.6,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.2,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.5,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.1.6,,2.14.0,directDependency
com.github.rac021,certme-quarkus-extension,1.0,,2.14.0,directDependency
com.github.realzimboguy.ewelink.api,ewelink-api-java,2.1.2-RELEASE,,2.7,directDependency
com.github.realzimboguy.ewelink.api,ewelink-api-java,2.0.0-RELEASE,,2.7,directDependency
com.github.realzimboguy.ewelink.api,ewelink-api-java,2.1.0-RELEASE,,2.7,directDependency
com.github.realzimboguy.ewelink.api,ewelink-api-java,2.1.1-RELEASE,,2.7,directDependency
com.github.realzimboguy.ewelink.api,ewelink-api-java,2.0.1-RELEASE,,2.7,directDependency
com.github.rebue.mbgx,mbgx,1.1.0,,2.12.0,directDependency
com.github.redhatqe.byzantine,byzantine,0.1.0,all,2.8.2,rebundledDependency
com.github.regis-leray,fs2-ftp_2.13,0.8.0,,2.13.0,directDependency
com.github.regis-leray,fs2-ftp_2.12,0.8.0,,2.13.0,directDependency
com.github.regis-leray,fs2-ftp_2.12,0.7.0,,2.13.0,directDependency
com.github.regis-leray,fs2-ftp_2.13,0.6.2,,2.13.0,directDependency
com.github.regis-leray,fs2-ftp_2.13,0.7.0,,2.13.0,directDependency
com.github.regis-leray,fs2-ftp_2.12,0.6.2,,2.13.0,directDependency
com.github.robozonky,robozonky-installer,6.4.1,macos-x64,2.14.1,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,windows-x64,2.14.1,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,windows-x64,2.15.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.4.1,macos-x64,2.15.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.1,linux-x64,2.14.1,rebundledDependency
com.github.robozonky,robozonky-installer,6.0.0-beta-1,windows-x64,2.13.3,rebundledDependency
com.github.robozonky,robozonky-installer,6.0.0,macos-x64,2.13.3,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,noarch,2.14.1,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,noarch,2.14.0,rebundledDependency
com.github.robozonky,robozonky-cli,6.2.3,full,2.14.0,rebundledDependency
com.github.robozonky,robozonky-cli,6.0.1,full,2.13.3,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.1,linux-x64,2.15.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.0.0-beta-2,linux-x64,2.13.3,rebundledDependency
com.github.robozonky,robozonky-installer,6.1.0-cr-1,noarch,2.13.3,rebundledDependency
com.github.robozonky,robozonky-cli,6.2.3,full,2.14.1,rebundledDependency
com.github.robozonky,robozonky-installer,6.4.1,macos-x64,2.14.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,windows-x64,2.14.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.4,noarch,2.15.0,rebundledDependency
com.github.robozonky,robozonky-cli,6.2.3,full,2.15.0,rebundledDependency
com.github.robozonky,robozonky-installer,6.3.1,linux-x64,2.14.0,rebundledDependency
com.github.robozonky,robozonky-api,6.4.1,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.4.0,,2.14.0,directDependency
com.github.robozonky,robozonky-app,6.3.3,,2.14.0,directDependency
com.github.robozonky,robozonky-app,6.2.2,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.0.0-beta-3,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.1.1,,2.13.3,directDependency
com.github.robozonky,robozonky-test,6.0.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.0.0-beta-1,,2.13.3,directDependency
com.github.robozonky,robozonky-api,6.0.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.2.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-app,6.3.0,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.4.1,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.2.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.2.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.3.2,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.0.0-beta-1,,2.13.3,directDependency
com.github.robozonky,robozonky-api,6.2.2,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.2.3,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.3.3,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.3.3,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.1.0,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.1.1,,2.13.3,directDependency
com.github.robozonky,robozonky-cli,6.2.0,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.3.0,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.2.3,,2.14.0,directDependency
com.github.robozonky,robozonky-common,5.2.2,,2.11.2,directDependency
com.github.robozonky,robozonky-notifications,6.4.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.4.0,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.1.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.0.0-beta-1,,2.13.3,directDependency
com.github.robozonky,robozonky-app,5.7.4,,2.12.1,directDependency
com.github.robozonky,robozonky-notifications,6.1.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-api,6.3.4,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.1.1,,2.13.3,directDependency
com.github.robozonky,robozonky-cli,6.4.0,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.0.0-beta-1,,2.13.3,directDependency
com.github.robozonky,robozonky-cli,6.0.0-beta-3,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.2.3,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.0.1,,2.13.3,directDependency
com.github.robozonky,robozonky-cli,5.7.4,,2.12.1,directDependency
com.github.robozonky,robozonky-test,6.1.1,,2.13.3,directDependency
com.github.robozonky,robozonky-test,6.3.0-cr-2,,2.14.0,directDependency
com.github.robozonky,robozonky-api,5.8.0-cr-2,,2.13.1,directDependency
com.github.robozonky,robozonky-test,6.0.0-beta-2,,2.13.3,directDependency
com.github.robozonky,robozonky-test,6.0.1,,2.13.3,directDependency
com.github.robozonky,robozonky-test,6.4.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.0.0-beta-2,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.0.0-beta-2,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.1.0,,2.13.3,directDependency
com.github.robozonky,robozonky-cli,6.1.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.0.0,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.2.1,,2.14.0,directDependency
com.github.robozonky,robozonky-app,6.3.4,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.1.0,,2.13.3,directDependency
com.github.robozonky,robozonky-api,6.2.3,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.2.2,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.3.0,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.3.2,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.2.0-cr-1,,2.14.0,directDependency
com.github.robozonky,robozonky-cli,6.1.0,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,5.8.0-cr-2,,2.13.1,directDependency
com.github.robozonky,robozonky-cli,5.8.0-cr-2,,2.13.1,directDependency
com.github.robozonky,robozonky-app,6.0.0-beta-3,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,5.7.4,,2.12.1,directDependency
com.github.robozonky,robozonky-app,6.3.1,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.3.1,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.2.2,,2.14.0,directDependency
com.github.robozonky,robozonky-notifications,6.0.0-cr-1,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.0.0,,2.13.3,directDependency
com.github.robozonky,robozonky-app,6.2.3,,2.14.0,directDependency
com.github.robozonky,robozonky-api,6.0.0,,2.13.3,directDependency
com.github.robozonky,robozonky-api,6.3.2,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.4.1,,2.14.0,directDependency
com.github.robozonky,robozonky-app,6.0.0-beta-2,,2.13.3,directDependency
com.github.robozonky,robozonky-notifications,6.2.0,,2.14.0,directDependency
com.github.robozonky,robozonky-test,6.0.0-beta-1,,2.13.3,directDependency
com.github.robozonky,robozonky-test,6.2.0,,2.14.0,directDependency
com.github.robozonky,robozonky-api,5.7.4,,2.12.1,directDependency
com.github.robozonky,robozonky-test,6.2.1,,2.14.0,directDependency
