groupId,artifactId,version,classifier,included-log4j-core-version,source
org.apache.flink,flink-sql-connector-elasticsearch7_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-compress,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-twitter_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-sequence-file,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-connector-kafka_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-statebackend-heap-spillable_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-elasticsearch7_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-mapr-fs,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-hadoop-compatibility_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-kafka_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-sql-avro-confluent-registry,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-avro-confluent-registry,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-examples-batch_2.12,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-hcatalog_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-external-resource-gpu,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-runtime_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-gelly-scala_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-avro-confluent-registry,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-yarn_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-container_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-twitter_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-ml-api,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-metrics-influxdb_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-container_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-2.3.6_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-connector-gcp-pubsub_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala-bridge_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-connector-hive_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-connector-test-utils,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-connector-kafka_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-cep_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-cep_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sql-avro-confluent-registry,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-connector-gcp-pubsub_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-mesos_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-yarn_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-hcatalog_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-kubernetes_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-streaming-java_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-table-planner-blink_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-elasticsearch6_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-datastream-java,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-test-utils-junit,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch6_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-runtime_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase-1.4_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-2.2.0_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-gelly_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-quickstart-java,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-gcp-pubsub_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase-base_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-external-resource-gpu,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch-base_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-table-uber_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-cep_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-sql-client_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-streaming-java_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-examples-batch_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hbase-2.2_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-cep-scala_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch-base_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-scala_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-rabbitmq_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-metrics-jmx_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-ml-api,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-examples-streaming_2.12,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hbase-2.2_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-runtime_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-scala_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-orc_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-datastream-java,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-oss-fs-hadoop,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-optimizer_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-wikiedits_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-parquet_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-wikiedits_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-hadoop-bulk_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-optimizer_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-ml-uber_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-hadoop-compatibility_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-scala_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-quickstart-java,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-sql-client_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-test-utils_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-mesos_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-orc_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-table-uber_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-metrics-influxdb_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-ml-uber_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-gcp-pubsub_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-gelly_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-table-uber_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-1.2.2_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-connector-jdbc_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-kafka-0.11_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-orc_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-mesos_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-table-common,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-yarn_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-annotations,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-cep_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-file-sink-common,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-presto,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-streaming-java_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-csv,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-oss-fs-hadoop,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-java,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-oss-fs-hadoop,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-cep-scala_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-kubernetes_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-scala_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-queryable-state-runtime_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-3.1.2_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-test-utils-junit,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-avro,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-kafka-0.10_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-yarn_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-connector-test-utils,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-cep_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-mapr-fs,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-kafka-0.10_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-hadoop,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-examples-batch_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch6_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-table-api-java,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-3.1.2_2.12,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch7_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch6_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-examples-batch_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-compress,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-sql-orc_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-metrics-dropwizard,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-twitter_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-avro-confluent-registry,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-sql-orc_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-connector-files,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-connector-hive_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-runtime_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-test-utils_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-hadoop-fs,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-presto,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-3.1.2_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-cep_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-twitter_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch7_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase-2.2_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala-bridge_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-elasticsearch7_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-connector-jdbc_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-clients_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-cep_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-avro,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-test-utils-junit,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-hadoop,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-python_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-parquet_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-table-api-java,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.11,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-state-processor-api_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-python_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-gelly_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-connector-hive_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-hcatalog_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-gelly-scala_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-statebackend-rocksdb_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-java,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-hcatalog_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-json,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-jdbc_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-hive_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-table-runtime-blink_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-cep_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-metrics-jmx_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sequence-file,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-table-api-java-bridge_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-state-processor-api_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-2.2.0_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-sql-parser-hive,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-ml-uber_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-streaming-scala_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-connector-kafka-0.11_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-hadoop,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-metrics-dropwizard,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-container_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-connector-jdbc_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-datastream-java,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-orc-nohive_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-elasticsearch7_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-table-api-java,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-connector-nifi_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-file-sink-common,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-parquet_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-metrics-influxdb_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-connector-rabbitmq_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-statebackend-changelog_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hbase-1.4_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-nifi_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-optimizer_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-queryable-state-client-java,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-table-planner-blink_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-metrics-graphite,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-metrics-statsd,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-mapr-fs,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-state-processor-api_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-table-common,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-statebackend-changelog_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-gelly_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-kafka-0.11_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-sql-client_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-statebackend-heap-spillable_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-queryable-state-client-java,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-connector-jdbc_2.12,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-connector-rabbitmq_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-external-resource-gpu,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-table-runtime-blink_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-connector-twitter_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-3.1.2_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-statebackend-heap-spillable_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-connector-wikiedits_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-cep-scala_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-optimizer_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-table-uber_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-examples-streaming_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-table-planner-blink_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-annotations,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-test-utils_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-scala-shell_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-ml-lib_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-walkthrough-common_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-tests,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-optimizer_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-metrics-statsd,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-sql-parser-hive,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-quickstart-java,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-cep_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-ml-uber_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-2.2.0_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-rabbitmq_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-hadoop-bulk_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-table-uber_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch5_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.11,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-table-api-scala_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-avro,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-swift-fs-hadoop,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-sql-avro-confluent-registry,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-gelly-scala_2.12,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-hcatalog_2.11,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-runtime_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-statebackend-rocksdb_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-presto,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch-base_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-python_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-gelly_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-metrics-jmx_2.11,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-metrics-influxdb_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-avro-confluent-registry,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase-1.4_2.12,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-swift-fs-hadoop,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-sql-parquet_2.12,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-base,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-kafka_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-fs-tests,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hbase-1.4_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-queryable-state-client-java,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch6_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-json,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-json,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-3.1.2_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-scala_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-test-utils_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch-base_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-connector-rabbitmq_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hbase-1.4_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-streaming-scala_2.11,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-streaming-java_2.11,1.11.2,,2.12.1,directDependency
org.apache.flink,flink-orc_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-table-runtime-blink_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-state-processor-api_2.11,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-mesos_2.12,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-runtime-web_2.11,1.13.2,,2.12.1,directDependency
org.apache.flink,flink-kubernetes_2.11,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-2.2.0_2.12,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-test-utils_2.11,1.12.5,,2.12.1,directDependency
org.apache.flink,flink-sql-avro,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch7_2.12,1.11.1,,2.12.1,directDependency
org.apache.flink,flink-connector-hbase-2.2_2.11,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-connector-hive_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-state-processor-api_2.12,1.12.1,,2.12.1,directDependency
org.apache.flink,flink-metrics-prometheus_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-gelly-scala_2.12,1.12.0,,2.12.1,directDependency
org.apache.flink,flink-sql-connector-hive-1.2.2_2.12,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-metrics-core,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-container_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-sql-parser-hive,1.12.3,,2.12.1,directDependency
org.apache.flink,flink-table-planner_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-sql-client_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-connector-elasticsearch-base_2.11,1.12.4,,2.12.1,directDependency
org.apache.flink,flink-statebackend-changelog_2.12,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-connector-nifi_2.12,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-quickstart-java,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-kubernetes_2.11,1.13.1,,2.12.1,directDependency
org.apache.flink,flink-orc_2.12,1.11.0,,2.12.1,directDependency
org.apache.flink,flink-metrics-influxdb_2.11,1.11.4,,2.12.1,directDependency
org.apache.flink,flink-swift-fs-hadoop,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-table-runtime-blink_2.12,1.13.0,,2.12.1,directDependency
org.apache.flink,flink-hadoop-compatibility_2.12,1.11.3,,2.12.1,directDependency
org.apache.flink,flink-s3-fs-presto,1.12.2,,2.12.1,directDependency
org.apache.flink,flink-oss-fs-hadoop,1.11.1,,2.12.1,directDependency
